id,disease,text,symptoms
Psoriasis_4713,Psoriasis,"Disease: Psoriasis. Symptoms include: skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails"
Impetigo_4714,Impetigo,"Disease: Impetigo. Symptoms include: skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze.","skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze"
Fungal infection_4715,Fungal infection,"Disease: Fungal infection. Symptoms include: itching, skin_rash, nodal_skin_eruptions, dischromic _patches.","itching, skin_rash, nodal_skin_eruptions, dischromic _patches"
Allergy_4716,Allergy,"Disease: Allergy. Symptoms include: continuous_sneezing, shivering, chills, watering_from_eyes.","continuous_sneezing, shivering, chills, watering_from_eyes"
GERD_4717,GERD,"Disease: GERD. Symptoms include: stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain.","stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
Chronic cholestasis_4718,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction_4719,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination.","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Peptic ulcer diseae_4720,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS_4721,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
Diabetes _4722,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Gastroenteritis_4723,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Bronchial Asthma_4724,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Hypertension _4725,Hypertension ,"Disease: Hypertension . Symptoms include: headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration.","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Migraine_4726,Migraine,"Disease: Migraine. Symptoms include: acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances.","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Cervical spondylosis_4727,Cervical spondylosis,"Disease: Cervical spondylosis. Symptoms include: back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance.","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage)_4728,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, weakness_of_one_body_side, altered_sensorium.","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Jaundice_4729,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Malaria_4730,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Chicken pox_4731,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Dengue_4732,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Typhoid_4733,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
hepatitis A_4734,hepatitis A,"Disease: hepatitis A. Symptoms include: joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain.","joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain"
Hepatitis B_4735,Hepatitis B,"Disease: Hepatitis B. Symptoms include: itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections.","itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections"
Hepatitis C_4736,Hepatitis C,"Disease: Hepatitis C. Symptoms include: fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history.","fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history"
Hepatitis D_4737,Hepatitis D,"Disease: Hepatitis D. Symptoms include: joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Hepatitis E_4738,Hepatitis E,"Disease: Hepatitis E. Symptoms include: joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding.","joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding"
Alcoholic hepatitis_4739,Alcoholic hepatitis,"Disease: Alcoholic hepatitis. Symptoms include: vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload.","vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload"
Tuberculosis_4740,Tuberculosis,"Disease: Tuberculosis. Symptoms include: chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum.","chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum"
Common Cold_4741,Common Cold,"Disease: Common Cold. Symptoms include: continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain.","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain"
Pneumonia_4742,Pneumonia,"Disease: Pneumonia. Symptoms include: chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum.","chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum"
Dimorphic hemmorhoids(piles)_4743,Dimorphic hemmorhoids(piles),"Disease: Dimorphic hemmorhoids(piles). Symptoms include: constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus.","constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus"
Heart attack_4744,Heart attack,"Disease: Heart attack. Symptoms include: vomiting, breathlessness, sweating, chest_pain.","vomiting, breathlessness, sweating, chest_pain"
Varicose veins_4745,Varicose veins,"Disease: Varicose veins. Symptoms include: fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf.","fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf"
Hypothyroidism_4746,Hypothyroidism,"Disease: Hypothyroidism. Symptoms include: fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation.","fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation"
Hyperthyroidism_4747,Hyperthyroidism,"Disease: Hyperthyroidism. Symptoms include: fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation.","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hypoglycemia_4748,Hypoglycemia,"Disease: Hypoglycemia. Symptoms include: vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations.","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Osteoarthristis_4749,Osteoarthristis,"Disease: Osteoarthristis. Symptoms include: joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking.","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Arthritis_4750,Arthritis,"Disease: Arthritis. Symptoms include: muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking.","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
(vertigo) Paroymsal  Positional Vertigo_4751,(vertigo) Paroymsal  Positional Vertigo,"Disease: (vertigo) Paroymsal  Positional Vertigo. Symptoms include: vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness.","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
Acne_4752,Acne,"Disease: Acne. Symptoms include: skin_rash, pus_filled_pimples, blackheads, scurring.","skin_rash, pus_filled_pimples, blackheads, scurring"
Urinary tract infection_4753,Urinary tract infection,"Disease: Urinary tract infection. Symptoms include: burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine.","burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
Psoriasis_4754,Psoriasis,"Disease: Psoriasis. Symptoms include: skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails"
Impetigo_4755,Impetigo,"Disease: Impetigo. Symptoms include: skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze.","skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze"
Fungal infection_4756,Fungal infection,"Disease: Fungal infection. Symptoms include: itching, skin_rash, nodal_skin_eruptions, dischromic _patches.","itching, skin_rash, nodal_skin_eruptions, dischromic _patches"
Allergy_4757,Allergy,"Disease: Allergy. Symptoms include: continuous_sneezing, shivering, chills, watering_from_eyes.","continuous_sneezing, shivering, chills, watering_from_eyes"
GERD_4758,GERD,"Disease: GERD. Symptoms include: stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain.","stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
Chronic cholestasis_4759,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction_4760,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination.","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Peptic ulcer diseae_4761,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS_4762,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
Diabetes _4763,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Gastroenteritis_4764,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Bronchial Asthma_4765,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Hypertension _4766,Hypertension ,"Disease: Hypertension . Symptoms include: headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration.","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Migraine_4767,Migraine,"Disease: Migraine. Symptoms include: acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances.","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Cervical spondylosis_4768,Cervical spondylosis,"Disease: Cervical spondylosis. Symptoms include: back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance.","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage)_4769,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, weakness_of_one_body_side, altered_sensorium.","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Jaundice_4770,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Malaria_4771,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Chicken pox_4772,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Dengue_4773,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Typhoid_4774,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
hepatitis A_4775,hepatitis A,"Disease: hepatitis A. Symptoms include: joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain.","joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain"
Hepatitis B_4776,Hepatitis B,"Disease: Hepatitis B. Symptoms include: itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections.","itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections"
Hepatitis C_4777,Hepatitis C,"Disease: Hepatitis C. Symptoms include: fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history.","fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history"
Hepatitis D_4778,Hepatitis D,"Disease: Hepatitis D. Symptoms include: joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Hepatitis E_4779,Hepatitis E,"Disease: Hepatitis E. Symptoms include: joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding.","joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding"
Alcoholic hepatitis_4780,Alcoholic hepatitis,"Disease: Alcoholic hepatitis. Symptoms include: vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload.","vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload"
Tuberculosis_4781,Tuberculosis,"Disease: Tuberculosis. Symptoms include: chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum.","chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum"
Common Cold_4782,Common Cold,"Disease: Common Cold. Symptoms include: continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain.","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain"
Pneumonia_4783,Pneumonia,"Disease: Pneumonia. Symptoms include: chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum.","chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum"
Dimorphic hemmorhoids(piles)_4784,Dimorphic hemmorhoids(piles),"Disease: Dimorphic hemmorhoids(piles). Symptoms include: constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus.","constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus"
Heart attack_4785,Heart attack,"Disease: Heart attack. Symptoms include: vomiting, breathlessness, sweating, chest_pain.","vomiting, breathlessness, sweating, chest_pain"
Varicose veins_4786,Varicose veins,"Disease: Varicose veins. Symptoms include: fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf.","fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf"
Hypothyroidism_4787,Hypothyroidism,"Disease: Hypothyroidism. Symptoms include: fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation.","fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation"
Hyperthyroidism_4788,Hyperthyroidism,"Disease: Hyperthyroidism. Symptoms include: fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation.","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hypoglycemia_4789,Hypoglycemia,"Disease: Hypoglycemia. Symptoms include: vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations.","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Osteoarthristis_4790,Osteoarthristis,"Disease: Osteoarthristis. Symptoms include: joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking.","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Arthritis_4791,Arthritis,"Disease: Arthritis. Symptoms include: muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking.","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
(vertigo) Paroymsal  Positional Vertigo_4792,(vertigo) Paroymsal  Positional Vertigo,"Disease: (vertigo) Paroymsal  Positional Vertigo. Symptoms include: vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness.","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
Acne_4793,Acne,"Disease: Acne. Symptoms include: skin_rash, pus_filled_pimples, blackheads, scurring.","skin_rash, pus_filled_pimples, blackheads, scurring"
Urinary tract infection_4794,Urinary tract infection,"Disease: Urinary tract infection. Symptoms include: burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine.","burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
Psoriasis_4795,Psoriasis,"Disease: Psoriasis. Symptoms include: skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails"
Impetigo_4796,Impetigo,"Disease: Impetigo. Symptoms include: skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze.","skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze"
Fungal infection_4797,Fungal infection,"Disease: Fungal infection. Symptoms include: itching, skin_rash, nodal_skin_eruptions, dischromic _patches.","itching, skin_rash, nodal_skin_eruptions, dischromic _patches"
Allergy_4798,Allergy,"Disease: Allergy. Symptoms include: continuous_sneezing, shivering, chills, watering_from_eyes.","continuous_sneezing, shivering, chills, watering_from_eyes"
GERD_4799,GERD,"Disease: GERD. Symptoms include: stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain.","stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
Chronic cholestasis_4800,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction_4801,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination.","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Peptic ulcer diseae_4802,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS_4803,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
Diabetes _4804,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Gastroenteritis_4805,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Bronchial Asthma_4806,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Hypertension _4807,Hypertension ,"Disease: Hypertension . Symptoms include: headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration.","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Migraine_4808,Migraine,"Disease: Migraine. Symptoms include: acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances.","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Cervical spondylosis_4809,Cervical spondylosis,"Disease: Cervical spondylosis. Symptoms include: back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance.","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage)_4810,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, weakness_of_one_body_side, altered_sensorium.","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Jaundice_4811,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Malaria_4812,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
